position,reference_spread,reference_top1_agreement,reference_topk_jaccard,candidate_spread,candidate_top1_agreement,candidate_topk_jaccard,cross_abs_mean_logprob_delta,cross_top1_pairwise_agreement,cross_topk_pairwise_jaccard,cross_modal_top1_match
1393,0.13075733184814453,0.625,0.8673469387755102,0.13075733184814453,0.625,0.8673469387755102,0.0,0.46875,0.8839285714285714,True
1409,0.11370539665222168,0.625,1.0,0.11370539665222168,0.625,1.0,0.0,0.46875,1.0,True
1469,0.07408475875854492,0.625,0.9285714285714286,0.07408475875854492,0.625,0.9285714285714286,0.0,0.46875,0.9375,True
1471,0.08915042877197266,0.625,0.8452380952380952,0.08915042877197266,0.625,0.8452380952380952,0.0,0.46875,0.8645833333333334,True
1486,0.14411115646362305,0.625,0.7976190476190476,0.14411115646362305,0.625,0.7976190476190476,0.0,0.46875,0.8229166666666666,True
1500,0.09670495986938477,0.625,0.7321428571428571,0.09670495986938477,0.625,0.7321428571428571,0.0,0.46875,0.765625,True
1530,0.11985182762145996,0.625,0.8571428571428571,0.11985182762145996,0.625,0.8571428571428571,0.0,0.46875,0.875,True
1550,0.13164424896240234,0.625,0.9285714285714286,0.13164424896240234,0.625,0.9285714285714286,0.0,0.46875,0.9375,True
1552,0.16138529777526855,0.625,1.0,0.16138529777526855,0.625,1.0,0.0,0.46875,1.0,True
1561,0.2203199863433838,0.625,1.0,0.2203199863433838,0.625,1.0,0.0,0.46875,1.0,True
1595,0.17227768898010254,0.625,1.0,0.17227768898010254,0.625,1.0,0.0,0.46875,1.0,True
1640,0.3034026622772217,0.625,0.8571428571428571,0.3034026622772217,0.625,0.8571428571428571,0.0,0.46875,0.875,True
1664,0.2205181121826172,0.625,0.8503401360544218,0.2205181121826172,0.625,0.8503401360544218,0.0,0.46875,0.8690476190476191,True
1700,0.29744601249694824,0.625,0.8869047619047619,0.29744601249694824,0.625,0.8869047619047619,0.0,0.46875,0.9010416666666666,True
1233,0.5272617340087891,0.75,0.6636904761904762,0.5272617340087891,0.75,0.6636904761904762,0.0,0.59375,0.7057291666666666,True
41,0.5150220394134521,1.0,0.9285714285714286,0.5150220394134521,1.0,0.9285714285714286,0.0,1.0,0.9375,True
23,0.5094931125640869,0.875,1.0,0.5094931125640869,0.875,1.0,0.0,0.78125,1.0,True
236,0.4959380626678467,1.0,0.9285714285714286,0.4959380626678467,1.0,0.9285714285714286,0.0,1.0,0.9375,True
19,0.4909684658050537,1.0,0.9166666666666667,0.4909684658050537,1.0,0.9166666666666667,0.0,1.0,0.9270833333333334,True
229,0.48492705821990967,0.875,0.9166666666666667,0.48492705821990967,0.875,0.9166666666666667,0.0,0.78125,0.9270833333333334,True
200,0.4760770797729492,0.875,1.0,0.4760770797729492,0.875,1.0,0.0,0.78125,1.0,True
1227,0.24222040176391602,0.625,0.9166666666666667,0.24222040176391602,0.625,0.9166666666666667,0.0,0.53125,0.9270833333333334,True
1249,0.23004484176635742,0.625,0.8112244897959184,0.23004484176635742,0.625,0.8112244897959184,0.0,0.53125,0.8348214285714286,True
1251,0.15996885299682617,0.625,0.8673469387755102,0.15996885299682617,0.625,0.8673469387755102,0.0,0.53125,0.8839285714285714,True
1279,0.21615290641784668,0.625,0.9285714285714286,0.21615290641784668,0.625,0.9285714285714286,0.0,0.53125,0.9375,True
