position,reference_spread,reference_top1_agreement,reference_topk_jaccard,candidate_spread,candidate_top1_agreement,candidate_topk_jaccard,cross_abs_mean_logprob_delta,cross_top1_pairwise_agreement,cross_topk_pairwise_jaccard,cross_modal_top1_match
15,0.9869685173034668,1.0,1.0,0.9869685173034668,1.0,1.0,0.0,1.0,1.0,True
25,0.836939811706543,1.0,0.875,0.836939811706543,1.0,0.875,0.0,1.0,0.890625,True
10,0.8133056163787842,1.0,0.9166666666666667,0.8133056163787842,1.0,0.9166666666666667,0.0,1.0,0.9270833333333334,True
1726,0.7846169471740723,0.625,0.8775510204081634,0.7846169471740723,0.625,0.8775510204081634,0.0,0.4375,0.8928571428571429,True
1453,0.7652673721313477,0.875,0.8775510204081634,0.7652673721313477,0.875,0.8775510204081634,0.0,0.78125,0.8928571428571429,True
32,0.7430601119995117,1.0,0.9285714285714286,0.7430601119995117,1.0,0.9285714285714286,0.0,1.0,0.9375,True
1740,0.7039604187011719,1.0,0.826530612244898,0.7039604187011719,1.0,0.826530612244898,0.0,1.0,0.8482142857142857,True
17,0.6836223602294922,0.875,0.9285714285714286,0.6836223602294922,0.875,0.9285714285714286,0.0,0.78125,0.9375,True
1419,0.6575429439544678,0.625,0.7508503401360545,0.6575429439544678,0.625,0.7508503401360545,0.0,0.46875,0.7819940476190477,True
13,0.6344785690307617,0.875,1.0,0.6344785690307617,0.875,1.0,0.0,0.78125,1.0,True
12,0.632011890411377,0.875,1.0,0.632011890411377,0.875,1.0,0.0,0.78125,1.0,True
21,0.5720727443695068,0.875,0.9583333333333333,0.5720727443695068,0.875,0.9583333333333333,0.0,0.78125,0.9635416666666666,True
1275,0.0819845199584961,0.625,0.9285714285714286,0.0819845199584961,0.625,0.9285714285714286,0.0,0.4375,0.9375,True
1377,0.13152050971984863,0.625,0.8673469387755102,0.13152050971984863,0.625,0.8673469387755102,0.0,0.4375,0.8839285714285714,True
1554,0.10228157043457031,0.625,0.7627551020408163,0.10228157043457031,0.625,0.7627551020408163,0.0,0.4375,0.7924107142857143,True
1242,0.12240314483642578,0.625,0.9285714285714286,0.12240314483642578,0.625,0.9285714285714286,0.0,0.46875,0.9375,True
1264,0.04661297798156738,0.625,1.0,0.04661297798156738,0.625,1.0,0.0,0.46875,1.0,True
1267,0.2531924247741699,0.625,0.9285714285714286,0.2531924247741699,0.625,0.9285714285714286,0.0,0.46875,0.9375,True
1269,0.1478886604309082,0.625,1.0,0.1478886604309082,0.625,1.0,0.0,0.46875,1.0,True
1303,0.23514747619628906,0.625,0.8869047619047619,0.23514747619628906,0.625,0.8869047619047619,0.0,0.46875,0.9010416666666666,True
1310,0.13051295280456543,0.625,1.0,0.13051295280456543,0.625,1.0,0.0,0.46875,1.0,True
1314,0.16898488998413086,0.625,0.875,0.16898488998413086,0.625,0.875,0.0,0.46875,0.890625,True
1342,0.09129095077514648,0.625,0.8775510204081634,0.09129095077514648,0.625,0.8775510204081634,0.0,0.46875,0.8928571428571429,True
1365,0.0993196964263916,0.625,0.9166666666666667,0.0993196964263916,0.625,0.9166666666666667,0.0,0.46875,0.9270833333333334,True
1389,0.022103309631347656,0.625,0.8452380952380952,0.022103309631347656,0.625,0.8452380952380952,0.0,0.46875,0.8645833333333334,True
