t	phase	MemAvailable	MemFree	residual	SwapUsed	Cached
345.7	start	40.21	4.15	73.15	1.68	36.87
346.2	start	40.15	4.35	73.15	1.68	36.62
346.7	start	40.05	4.21	73.18	1.68	36.66
347.2	start	40.13	4.25	73.36	1.68	36.70
347.7	start	40.05	4.13	73.38	1.68	36.74
348.3	start	40.22	4.25	73.14	1.68	36.78
348.8	start	40.14	4.13	73.15	1.68	36.82
349.3	start	40.08	4.03	73.15	1.68	36.86
349.8	start	40.12	4.32	73.38	1.68	36.61
350.3	start	40.05	4.22	73.39	1.68	36.65
350.8	start	39.98	4.10	73.40	1.68	36.68
351.3	start	40.17	4.26	73.15	1.68	36.72
351.8	start	40.08	4.13	73.17	1.68	36.76
352.3	start	40.04	4.34	73.15	1.68	36.51
352.8	start	40.10	4.36	73.37	1.68	36.55
353.3	start	40.03	4.25	73.38	1.68	36.58
353.8	start	39.95	4.14	73.39	1.68	36.62
354.3	start	40.14	4.30	73.14	1.68	36.66
354.8	start	40.05	4.17	73.17	1.68	36.69
355.3	start	40.14	4.23	73.35	1.68	36.73
355.8	start	40.06	4.11	73.36	1.68	36.77
356.3	start	40.23	4.24	73.15	1.68	36.80
356.8	start	40.14	4.12	73.17	1.68	36.84
357.3	start	40.10	4.32	73.15	1.68	36.59
357.8	start	40.02	4.21	73.17	1.68	36.63
358.4	start	40.13	4.28	73.33	1.68	36.66
358.9	start	40.07	4.18	73.34	1.68	36.70
359.4	start	39.99	4.07	73.36	1.68	36.73
359.9	start	40.13	4.17	73.16	1.68	36.77
360.4	start	40.08	4.37	73.15	1.68	36.52
360.9	start	40.20	4.46	73.30	1.68	36.55
361.4	start	40.12	4.35	73.31	1.68	36.59
361.9	start	40.06	4.25	73.32	1.68	36.63
362.4	start	39.98	4.13	73.33	1.68	36.66
362.9	start	40.12	4.23	73.14	1.68	36.70
363.4	start	40.03	4.11	73.16	1.68	36.74
363.9	start	40.20	4.23	73.26	1.68	36.78
364.4	start	40.10	4.09	73.28	1.68	36.83
364.9	start	40.05	4.28	73.27	1.68	36.58
365.4	start	39.97	4.17	73.29	1.68	36.61
365.9	start	39.90	4.07	73.29	1.68	36.65
366.4	start	40.27	4.68	73.20	1.68	36.40
366.9	start	40.18	4.55	73.21	1.68	36.44
367.4	start	40.10	4.43	73.23	1.68	36.48
367.9	start	40.02	4.32	73.25	1.68	36.52
368.4	start	39.95	4.22	73.26	1.68	36.55
369.0	start	40.21	4.44	73.28	1.68	36.59
369.5	start	40.14	4.33	73.30	1.68	36.62
370.0	start	40.07	4.23	73.31	1.68	36.65
370.5	start	39.97	4.09	73.34	1.68	36.70
371.0	start	39.89	3.97	73.36	1.68	36.73
371.5	start	39.88	4.21	73.31	1.68	36.48
372.0	start	40.14	4.44	73.33	1.68	36.51
372.5	start	40.07	4.33	73.34	1.68	36.55
373.0	start	40.00	4.23	73.35	1.68	36.58
373.5	start	39.93	4.13	73.37	1.68	36.61
374.0	start	39.86	4.02	73.39	1.68	36.65
374.5	start	40.09	4.22	73.42	1.68	36.68
375.0	start	40.03	4.12	73.43	1.68	36.72
375.5	start	39.96	4.02	73.44	1.68	36.75
376.0	start	39.89	3.92	73.46	1.68	36.78
376.5	start	40.14	4.13	73.14	1.68	36.82
377.0	start	40.07	4.30	73.16	1.68	36.57
377.5	start	40.30	4.50	73.19	1.68	36.61
378.0	start	40.22	4.39	73.21	1.68	36.65
378.6	start	40.13	4.26	73.23	1.68	36.69
379.1	start	40.05	4.13	73.24	1.68	36.73
379.6	start	40.07	4.30	73.15	1.68	36.59
380.1	start	40.28	4.56	73.20	1.68	36.53
380.6	start	40.19	4.42	73.22	1.68	36.58
381.1	start	40.10	4.29	73.23	1.68	36.62
381.6	start	40.01	4.16	73.25	1.68	36.67
382.1	start	40.34	4.45	73.17	1.68	36.71
382.6	start	40.25	4.31	73.19	1.68	36.75
383.1	start	40.22	4.23	73.14	1.68	36.80
383.6	start	40.14	4.40	73.15	1.68	36.56
384.1	start	40.05	4.26	73.17	1.68	36.60
384.6	start	40.21	4.38	73.26	1.68	36.64
385.1	start	40.13	4.25	73.27	1.68	36.69
385.6	start	40.06	4.15	73.28	1.68	36.72
386.1	start	40.14	4.20	73.14	1.68	36.76
386.6	start	40.07	4.38	73.15	1.68	36.50
387.1	start	40.26	4.53	73.23	1.68	36.54
387.6	start	40.18	4.40	73.25	1.68	36.58
388.2	start	40.10	4.29	73.26	1.68	36.62
388.7	start	40.03	4.19	73.28	1.68	36.66
389.2	start	40.11	4.23	73.14	1.68	36.69
389.7	start	40.04	4.13	73.15	1.68	36.73
390.2	start	40.31	4.36	73.15	1.68	36.76
390.7	start	40.23	4.24	73.17	1.68	36.80
391.2	start	40.20	4.18	73.14	1.68	36.83
391.7	start	40.15	4.09	73.14	1.68	36.87
392.2	start	40.06	4.25	73.16	1.68	36.62
392.7	start	40.16	4.31	73.31	1.68	36.66
393.2	start	40.10	4.21	73.33	1.68	36.70
393.7	start	40.23	4.31	73.14	1.68	36.73
394.2	start	40.17	4.51	73.14	1.68	36.48
394.7	start	40.09	4.67	73.16	1.68	36.23
395.2	start	40.20	4.75	73.32	1.68	36.27
395.7	start	40.13	4.64	73.33	1.68	36.30
396.2	start	40.06	4.53	73.34	1.68	36.34
396.8	start	39.99	4.43	73.35	1.68	36.37
397.3	start	39.93	4.33	73.36	1.68	36.41
397.8	start	39.85	4.22	73.37	1.68	36.44
398.3	start	40.13	4.46	73.37	1.68	36.48
398.8	start	40.06	4.36	73.38	1.68	36.51
399.3	start	39.99	4.26	73.39	1.68	36.55
399.8	start	39.92	4.15	73.40	1.68	36.58
400.3	start	39.85	4.05	73.41	1.68	36.62
400.8	start	40.07	4.22	73.14	1.68	36.66
401.3	start	40.23	4.64	73.25	1.68	36.40
401.8	start	40.16	4.53	73.26	1.68	36.44
402.3	start	40.09	4.43	73.27	1.68	36.47
402.8	start	40.02	4.33	73.29	1.68	36.51
403.3	start	39.96	4.23	73.29	1.68	36.54
403.8	start	40.06	4.30	73.14	1.68	36.57
404.3	start	40.34	4.55	73.14	1.68	36.60
404.9	start	40.27	4.44	73.14	1.68	36.64
405.4	start	40.20	4.34	73.15	1.68	36.68
405.9	start	40.13	4.36	73.16	1.68	36.59
406.4	start	40.03	4.22	73.19	1.68	36.63
406.9	start	40.23	4.67	73.26	1.68	36.37
407.4	start	40.16	4.56	73.28	1.68	36.41
407.9	start	40.09	4.46	73.29	1.68	36.44
408.4	start	40.02	4.36	73.30	1.68	36.48
408.9	start	39.95	4.25	73.31	1.68	36.51
409.4	start	39.89	4.15	73.32	1.68	36.55
409.9	start	40.27	4.79	73.21	1.68	36.30
410.4	start	40.19	4.68	73.23	1.68	36.33
410.9	start	40.13	4.58	73.24	1.68	36.36
411.4	start	40.05	4.46	73.26	1.68	36.40
411.9	start	39.98	4.36	73.27	1.68	36.43
412.4	start	39.91	4.25	73.28	1.68	36.47
412.9	start	40.17	4.48	73.29	1.68	36.50
413.5	start	40.10	4.37	73.31	1.68	36.54
414.0	start	40.02	4.26	73.32	1.68	36.58
414.5	start	39.95	4.15	73.34	1.68	36.61
415.0	start	39.93	4.39	73.29	1.68	36.35
415.5	start	40.18	4.60	73.32	1.68	36.39
416.0	start	40.11	4.50	73.32	1.68	36.43
416.5	start	40.03	4.38	73.34	1.68	36.47
417.0	start	39.96	4.27	73.35	1.68	36.50
417.5	start	39.87	4.14	73.36	1.68	36.55
418.0	start	40.11	4.34	73.39	1.68	36.59
418.5	start	40.02	4.21	73.40	1.68	36.63
419.0	start	39.95	4.37	73.40	1.68	36.39
419.5	start	39.86	4.24	73.41	1.68	36.44
420.0	start	39.76	4.09	73.43	1.68	36.48
420.5	start	40.00	4.29	73.46	1.68	36.53
421.0	start	39.91	4.15	73.47	1.68	36.57
421.5	start	39.81	4.01	73.49	1.68	36.62
422.0	start	40.09	4.40	73.14	1.68	36.51
422.5	start	40.31	4.71	73.19	1.68	36.41
423.0	start	40.21	4.57	73.21	1.68	36.46
423.5	start	40.11	4.42	73.23	1.68	36.51
424.1	start	40.02	4.28	73.24	1.68	36.55
424.6	start	39.93	4.14	73.26	1.68	36.60
425.1	start	40.17	4.35	73.29	1.68	36.63
425.6	start	40.10	4.24	73.30	1.68	36.67
426.1	start	40.02	4.13	73.32	1.68	36.71
426.6	start	39.95	4.31	73.33	1.68	36.45
427.1	start	39.85	4.16	73.36	1.68	36.50
427.6	start	40.09	4.36	73.38	1.68	36.54
428.1	start	40.00	4.22	73.39	1.68	36.59
428.6	start	39.92	4.11	73.41	1.68	36.62
429.1	start	39.85	4.00	73.43	1.68	36.66
429.6	start	40.06	4.46	73.16	1.68	36.41
430.1	start	40.27	4.64	73.22	1.68	36.44
430.6	start	40.18	4.51	73.24	1.68	36.48
431.1	start	40.10	4.40	73.26	1.68	36.52
431.6	start	40.04	4.30	73.27	1.68	36.55
432.1	start	39.97	4.20	73.28	1.68	36.59
432.6	start	40.04	4.23	73.15	1.68	36.62
433.1	start	40.25	4.41	73.22	1.68	36.66
433.6	start	40.17	4.29	73.24	1.68	36.69
434.2	start	40.20	4.28	73.14	1.68	36.73
434.7	start	40.13	4.46	73.15	1.68	36.48
435.2	start	40.05	4.34	73.18	1.68	36.52
435.7	start	40.24	4.51	73.25	1.68	36.55
436.2	start	40.17	4.39	73.26	1.68	36.59
436.7	start	40.10	4.29	73.28	1.68	36.62
437.2	start	40.03	4.18	73.29	1.68	36.66
437.7	start	40.11	4.23	73.15	1.68	36.69
438.2	start	40.03	4.40	73.16	1.68	36.45
438.7	start	40.22	4.55	73.25	1.68	36.48
439.2	start	40.14	4.44	73.27	1.68	36.52
439.7	start	40.06	4.32	73.28	1.68	36.55
440.2	start	39.99	4.21	73.30	1.68	36.59
440.7	start	39.93	4.38	73.29	1.68	36.36
441.2	start	40.17	4.54	73.30	1.68	36.44
441.7	start	40.07	4.37	73.32	1.68	36.52
442.2	start	39.97	4.19	73.33	1.68	36.60
442.7	start	40.08	4.50	73.15	1.68	36.39
443.2	start	40.30	4.65	73.18	1.68	36.47
443.8	start	40.20	4.46	73.20	1.68	36.55
444.3	start	40.09	4.28	73.23	1.68	36.63
444.8	start	40.05	4.44	73.19	1.68	36.42
445.3	start	40.27	4.59	73.22	1.68	36.50
445.8	start	40.18	4.41	73.23	1.68	36.58
446.3	start	40.11	4.56	73.22	1.68	36.37
446.8	start	40.01	4.37	73.24	1.68	36.45
447.3	start	40.24	4.53	73.26	1.68	36.53
447.8	start	40.14	4.35	73.28	1.68	36.61
448.3	start	40.20	4.32	73.15	1.68	36.69
448.8	start	40.10	4.44	73.16	1.68	36.48
449.3	start	40.30	4.56	73.21	1.68	36.56
449.8	start	40.20	4.38	73.23	1.68	36.64
450.3	start	40.21	4.59	73.15	1.68	36.43
450.8	start	40.11	4.40	73.16	1.68	36.51
451.3	start	40.05	4.56	73.14	1.68	36.31
451.8	start	40.22	4.65	73.22	1.68	36.38
452.3	start	40.11	4.46	73.25	1.68	36.47
452.9	start	40.01	4.28	73.27	1.68	36.55
453.4	start	40.05	4.52	73.15	1.68	36.34
453.9	start	40.22	4.62	73.23	1.68	36.42
454.4	start	40.11	4.43	73.26	1.68	36.50
454.9	start	40.01	4.25	73.28	1.68	36.58
455.4	start	40.06	4.50	73.15	1.68	36.38
455.9	start	40.24	4.60	73.22	1.68	36.45
456.4	start	40.13	4.41	73.24	1.68	36.53
456.9	start	40.16	4.36	73.14	1.68	36.62
457.4	start	40.06	4.47	73.15	1.68	36.41
457.9	start	40.24	4.57	73.23	1.68	36.49
458.4	start	40.14	4.38	73.25	1.68	36.57
458.9	start	40.10	4.55	73.21	1.68	36.36
459.4	start	40.00	4.37	73.23	1.68	36.44
459.9	start	40.23	4.52	73.25	1.68	36.52
460.4	start	40.25	4.46	73.15	1.68	36.60
460.9	start	40.16	4.58	73.15	1.68	36.40
461.4	start	40.06	4.39	73.18	1.68	36.48
461.9	start	40.24	4.50	73.25	1.68	36.55
462.4	start	40.26	4.62	73.14	1.68	36.46
463.0	start	40.16	4.55	73.16	1.68	36.43
463.5	start	40.05	4.35	73.20	1.68	36.51
464.0	start	40.26	4.77	73.24	1.68	36.30
464.5	start	40.16	4.59	73.26	1.68	36.38
465.0	start	40.06	4.41	73.28	1.68	36.46
465.5	start	39.96	4.22	73.29	1.68	36.55
466.0	start	40.31	4.79	73.20	1.68	36.34
466.5	start	40.20	4.60	73.22	1.68	36.42
467.0	start	40.21	4.52	73.14	1.68	36.50
467.5	start	40.13	4.65	73.14	1.68	36.29
468.0	start	40.04	4.77	73.15	1.68	36.08
468.5	start	40.15	5.10	73.29	1.68	35.87
469.0	start	40.15	5.29	73.27	1.75	35.69
469.5	start	40.36	5.43	73.14	1.88	35.75
470.0	start	40.29	5.52	73.16	1.90	35.58
470.5	start	40.40	5.55	73.30	1.90	35.66
471.0	start	40.30	5.38	73.32	1.90	35.74
471.5	start	40.20	5.20	73.33	1.90	35.82
472.0	start	40.12	5.03	73.35	1.90	35.90
472.5	start	40.19	5.04	73.36	1.90	35.96
473.0	start	40.32	5.12	73.36	1.90	36.02
473.6	start	40.24	4.98	73.37	1.90	36.08
474.1	start	40.16	4.83	73.38	1.90	36.15
474.6	start	40.09	4.70	73.39	1.90	36.21
475.1	start	40.03	4.58	73.40	1.90	36.26
475.6	start	40.29	4.79	73.41	1.90	36.32
476.1	start	40.50	5.23	73.15	1.90	36.08
476.6	start	40.42	5.09	73.17	1.90	36.14
477.1	start	40.35	4.97	73.18	1.90	36.20
477.6	start	40.33	4.88	73.14	1.90	36.26
478.1	start	40.59	5.07	73.14	1.90	36.34
478.6	start	40.51	4.92	73.15	1.90	36.41
479.1	start	40.45	4.79	73.15	1.90	36.47
479.6	start	40.45	4.96	73.15	1.96	36.31
480.1	start	40.36	4.81	73.17	1.96	36.37
480.6	start	40.54	5.15	73.30	2.02	36.20
481.1	start	40.45	4.98	73.32	2.02	36.29
481.6	start	40.36	4.81	73.34	2.02	36.36
482.1	start	40.28	4.67	73.35	2.02	36.43
482.6	start	40.20	4.53	73.36	2.02	36.49
483.1	start	40.55	5.09	73.26	2.02	36.28
483.7	start	40.64	5.10	73.14	2.06	36.36
484.2	start	40.56	5.17	73.16	2.08	36.20
484.7	start	40.48	5.03	73.18	2.08	36.26
485.2	start	40.40	4.89	73.20	2.08	36.33
485.7	start	40.58	5.30	73.29	2.08	36.10
486.2	start	40.52	5.17	73.30	2.08	36.16
486.7	start	40.65	5.24	73.14	2.12	36.22
487.2	start	40.59	5.35	73.16	2.13	36.05
487.7	start	40.52	5.52	73.16	2.13	35.82
488.2	start	40.71	5.65	73.25	2.13	35.88
488.7	start	40.64	5.53	73.26	2.13	35.93
489.2	start	40.60	5.71	73.25	2.13	35.70
489.7	start	40.52	5.58	73.27	2.13	35.76
490.2	start	40.44	5.42	73.28	2.13	35.84
490.7	start	40.69	5.88	73.28	2.13	35.63
491.2	start	40.60	5.70	73.29	2.13	35.71
491.7	start	40.72	5.98	73.14	2.19	35.55
492.2	start	40.61	5.80	73.17	2.19	35.63
492.7	start	40.56	5.95	73.14	2.19	35.43
493.2	start	40.76	6.09	73.22	2.19	35.48
493.7	start	40.69	5.96	73.23	2.19	35.54
494.2	start	40.60	5.80	73.24	2.19	35.61
494.8	start	40.69	6.06	73.15	2.24	35.44
495.3	start	40.60	5.91	73.17	2.24	35.51
495.8	start	40.78	6.01	73.25	2.24	35.59
496.3	start	40.87	6.27	73.16	2.29	35.41
496.8	start	40.78	6.11	73.18	2.29	35.48
497.3	start	40.79	6.27	73.15	2.35	35.33
497.8	start	40.96	6.38	73.23	2.35	35.40
498.3	start	40.96	6.57	73.15	2.35	35.20
498.8	start	40.85	6.39	73.18	2.35	35.28
499.3	start	40.77	6.25	73.20	2.35	35.34
499.8	start	40.70	6.13	73.21	2.35	35.39
500.3	start	41.10	6.70	73.15	2.41	35.21
500.8	start	41.03	6.57	73.16	2.41	35.27
501.3	start	40.95	6.43	73.18	2.41	35.33
501.8	start	40.88	6.31	73.19	2.41	35.39
502.3	start	40.85	6.50	73.17	2.41	35.16
502.8	start	40.76	6.35	73.19	2.41	35.23
503.3	start	40.99	6.50	73.21	2.41	35.30
503.8	start	41.03	6.69	73.15	2.47	35.15
504.3	start	40.92	6.51	73.18	2.47	35.23
504.8	start	40.94	6.68	73.14	2.53	35.08
505.4	start	41.15	6.81	73.18	2.53	35.15
505.9	start	41.05	6.63	73.20	2.53	35.23
506.4	start	41.07	6.81	73.15	2.58	35.08
506.9	start	40.97	6.62	73.18	2.58	35.16
507.4	start	41.31	6.89	73.14	2.63	35.23
507.9	start	41.21	6.95	73.16	2.63	35.08
508.4	start	41.11	6.77	73.18	2.63	35.16
508.9	start	41.01	6.87	73.20	2.63	34.95
509.4	start	41.20	7.00	73.26	2.63	35.02
509.9	start	41.10	6.81	73.28	2.63	35.11
510.4	start	41.20	6.84	73.14	2.67	35.18
510.9	start	41.11	6.90	73.16	2.68	35.04
511.4	start	41.01	6.71	73.18	2.68	35.12
511.9	start	41.35	7.22	73.15	2.73	34.95
512.4	start	41.25	7.03	73.17	2.73	35.03
512.9	start	41.25	7.19	73.14	2.79	34.88
513.4	start	41.15	7.00	73.17	2.79	34.96
513.9	start	41.35	7.14	73.22	2.79	35.03
514.4	start	41.29	7.28	73.20	2.79	34.83
514.9	start	41.19	7.10	73.22	2.79	34.91
515.5	start	41.09	6.92	73.24	2.79	34.99
516.0	start	41.39	7.43	73.20	2.79	34.78
516.5	start	41.29	7.24	73.22	2.79	34.86
517.0	start	41.19	7.07	73.23	2.79	34.94
517.5	start	41.26	7.29	73.14	2.84	34.78
518.0	start	41.46	7.42	73.19	2.84	34.86
518.5	start	41.36	7.24	73.21	2.84	34.94
519.0	start	41.26	7.06	73.22	2.84	35.02
519.5	start	41.17	6.88	73.24	2.84	35.10
520.0	start	41.40	7.04	73.26	2.84	35.17
520.5	start	41.30	6.86	73.28	2.84	35.25
521.0	start	41.19	6.67	73.31	2.84	35.34
521.5	start	41.10	6.50	73.33	2.84	35.41
522.0	start	41.22	6.54	73.35	2.84	35.49
522.5	start	41.25	6.51	73.36	2.84	35.56
523.0	start	41.17	6.36	73.38	2.84	35.62
523.5	start	41.07	6.18	73.39	2.84	35.70
524.0	start	40.97	6.00	73.42	2.84	35.78
524.5	start	41.19	6.15	73.44	2.84	35.86
525.0	start	41.10	5.97	73.46	2.84	35.94
525.5	start	41.00	5.79	73.48	2.84	36.02
526.0	start	40.90	5.61	73.50	2.84	36.10
526.6	start	41.12	5.76	73.53	2.84	36.18
527.1	start	41.03	5.58	73.54	2.84	36.26
527.6	start	40.93	5.40	73.56	2.84	36.34
528.1	start	40.83	5.22	73.58	2.84	36.42
528.6	start	41.05	5.37	73.61	2.84	36.50
529.1	start	40.95	5.19	73.63	2.84	36.58
529.6	start	40.85	5.01	73.65	2.84	36.66
530.1	start	40.75	4.83	73.66	2.84	36.74
530.6	start	40.98	4.98	73.69	2.84	36.82
531.1	start	41.49	5.65	73.15	2.89	36.66
531.6	start	41.48	5.75	73.14	2.94	36.55
532.1	start	41.38	5.62	73.17	2.94	36.57
532.6	start	41.27	5.44	73.19	2.94	36.65
533.1	start	41.50	5.60	73.24	2.94	36.71
533.6	start	41.42	5.46	73.25	2.94	36.78
534.1	start	41.36	5.62	73.25	2.94	36.55
534.6	start	41.29	5.50	73.26	2.94	36.61
535.1	start	41.22	5.37	73.27	2.94	36.66
535.6	start	41.64	5.97	73.18	3.00	36.49
536.1	start	41.57	5.84	73.19	3.00	36.55
536.6	start	41.48	5.67	73.21	3.00	36.62
537.2	start	41.50	5.86	73.15	3.05	36.46
537.7	start	41.48	5.99	73.15	3.10	36.31
538.2	start	41.68	6.12	73.20	3.10	36.38
538.7	start	41.72	6.33	73.14	3.15	36.21
539.2	start	41.64	6.19	73.16	3.15	36.27
539.7	start	41.56	6.04	73.18	3.15	36.34
540.2	start	41.56	6.21	73.16	3.20	36.16
540.7	start	41.78	6.37	73.22	3.20	36.22
541.2	start	41.70	6.23	73.23	3.20	36.29
541.7	start	41.77	6.48	73.15	3.25	36.11
542.2	start	41.68	6.33	73.18	3.25	36.17
542.7	start	41.67	6.26	73.15	3.26	36.23
543.2	start	41.92	6.69	73.21	3.29	36.04
543.7	start	41.85	6.56	73.22	3.29	36.10
544.2	start	41.77	6.70	73.24	3.29	35.88
544.7	start	41.69	6.57	73.25	3.29	35.94
545.2	start	41.62	6.43	73.26	3.29	36.00
545.7	start	41.72	6.72	73.15	3.34	35.82
546.2	start	41.94	6.88	73.20	3.34	35.88
546.8	start	41.87	6.75	73.21	3.34	35.94
547.3	start	41.79	6.61	73.23	3.34	36.00
547.8	start	41.75	6.79	73.21	3.34	35.77
548.3	start	41.67	6.65	73.24	3.34	35.83
548.8	start	41.93	6.85	73.24	3.34	35.89
549.3	start	41.85	6.72	73.26	3.34	35.95
549.8	start	41.77	6.57	73.28	3.34	36.01
550.3	start	41.70	6.44	73.29	3.34	36.07
550.8	start	41.61	6.29	73.32	3.34	36.14
551.3	start	41.53	6.14	73.33	3.34	36.21
551.8	start	41.44	5.98	73.35	3.34	36.28
552.3	start	41.37	5.85	73.36	3.34	36.34
552.8	start	41.29	5.71	73.37	3.34	36.40
553.3	start	41.21	5.56	73.38	3.34	36.47
553.8	start	41.14	5.43	73.40	3.34	36.52
554.3	start	41.06	5.30	73.42	3.34	36.58
554.8	start	40.99	5.16	73.43	3.34	36.64
555.4	start	40.91	5.02	73.45	3.34	36.71
555.9	start	40.83	4.88	73.46	3.34	36.77
556.4	start	41.14	5.63	73.14	3.40	36.32
556.9	start	41.04	5.46	73.16	3.40	36.40
557.4	start	42.12	6.70	73.15	3.45	36.24
557.9	start	42.02	6.52	73.17	3.45	36.31
558.4	start	41.93	6.35	73.19	3.45	36.39
558.9	start	42.02	6.37	73.21	3.45	36.47
559.4	start	41.91	6.17	73.24	3.45	36.56
559.9	start	41.81	5.99	73.26	3.45	36.63
560.4	start	41.74	5.86	73.27	3.45	36.69
560.9	start	41.65	5.70	73.29	3.45	36.76
561.4	start	41.54	5.50	73.32	3.45	36.85
561.9	start	41.42	5.29	73.35	3.45	36.94
562.4	start	41.58	5.61	73.16	3.51	36.79
562.9	start	41.50	5.73	73.15	3.51	36.58
563.4	start	41.39	5.53	73.18	3.51	36.67
563.9	start	41.32	5.68	73.17	3.51	36.45
564.4	start	41.29	5.80	73.18	3.56	36.31
564.9	start	41.20	5.92	73.18	3.56	36.10
565.4	start	41.25	6.34	73.16	3.67	35.73
566.0	start	41.16	6.45	73.16	3.67	35.52
566.5	start	41.05	6.25	73.19	3.67	35.61
567.0	start	40.98	6.39	73.17	3.67	35.41
567.5	start	40.97	6.53	73.15	3.73	35.26
568.0	start	40.93	6.64	73.16	3.78	35.11
568.5	start	40.91	7.34	73.14	3.84	34.39
569.0	start	41.00	7.92	73.14	4.00	33.90
569.5	start	41.22	8.06	73.14	4.29	33.97
570.0	start	41.37	8.14	73.14	4.52	34.05
570.5	start	41.57	8.27	73.14	4.79	34.12
571.0	start	41.71	8.33	73.14	5.01	34.19
571.5	start	41.79	8.33	73.14	5.18	34.28
572.0	start	41.80	8.26	73.15	5.25	34.36
572.5	start	41.82	8.20	73.15	5.34	34.44
573.0	start	41.83	8.12	73.15	5.44	34.53
573.5	start	41.82	8.05	73.15	5.49	34.59
574.0	start	41.86	8.03	73.16	5.59	34.64
574.5	start	41.84	7.94	73.16	5.64	34.71
575.0	start	41.87	7.92	73.17	5.74	34.77
575.5	start	41.86	7.85	73.17	5.79	34.83
576.0	start	41.90	7.82	73.16	5.89	34.90
576.6	start	41.89	7.74	73.17	5.93	34.96
577.1	start	41.87	7.66	73.18	5.98	35.02
577.6	start	41.93	7.66	73.16	6.08	35.08
578.1	start	41.92	7.59	73.17	6.13	35.14
578.6	start	41.94	7.55	73.17	6.22	35.21
579.1	start	41.92	7.86	73.15	6.24	34.88
579.6	start	41.87	7.99	73.16	6.27	34.70
580.1	start	41.80	8.15	73.17	6.27	34.48
580.6	start	41.74	8.00	73.18	6.27	34.56
581.1	start	41.72	7.64	73.20	6.27	34.90
581.6	start	44.49	10.25	73.68	6.27	35.06
582.1	start	44.42	10.12	73.69	6.27	35.12
582.6	start	44.35	9.99	73.70	6.27	35.18
583.1	start	44.28	9.86	73.71	6.27	35.24
583.6	start	44.19	9.70	73.73	6.27	35.31
584.1	start	44.12	9.56	73.74	6.27	35.37
584.6	start	44.03	9.41	73.75	6.27	35.44
585.1	start	43.96	9.28	73.76	6.27	35.50
585.6	start	43.89	9.15	73.78	6.27	35.56
586.1	start	43.82	9.02	73.79	6.27	35.62
586.7	start	43.72	8.83	73.81	6.27	35.70
587.2	start	43.63	8.67	73.82	6.27	35.78
587.7	start	43.52	8.48	73.84	6.27	35.86
588.2	start	43.42	8.30	73.86	6.27	35.95
588.7	start	43.32	8.11	73.88	6.27	36.03
589.2	start	43.22	7.93	73.89	6.27	36.11
589.7	start	43.12	7.74	73.91	6.27	36.19
590.2	start	43.05	7.61	73.92	6.27	36.26
590.7	start	42.96	7.45	73.93	6.27	36.33
591.2	start	42.89	7.32	73.94	6.27	36.39
591.7	start	42.80	7.15	73.96	6.27	36.47
592.2	start	42.71	7.00	73.97	6.27	36.54
592.7	start	42.64	6.86	73.99	6.27	36.60
593.2	start	42.57	6.74	73.99	6.27	36.66
593.7	start	42.50	6.60	74.01	6.27	36.72
594.2	start	42.42	6.47	74.03	6.27	36.77
594.7	start	42.34	6.32	74.05	6.27	36.84
595.2	start	42.27	6.19	74.05	6.27	36.90
595.7	start	42.19	6.04	74.06	6.27	36.97
596.2	start	42.12	5.91	74.07	6.27	37.03
596.8	start	42.04	5.77	74.09	6.27	37.09
597.3	start	41.97	5.64	74.10	6.27	37.16
597.8	start	41.89	5.49	74.11	6.27	37.22
598.3	start	41.79	5.30	74.13	6.27	37.31
598.8	start	41.68	5.11	74.15	6.27	37.39
599.3	start	41.61	4.97	74.16	6.27	37.46
599.8	weights	44.01	7.31	74.16	6.27	37.52
600.3	weights	43.48	6.73	74.55	6.27	37.58
600.8	weights	43.46	6.71	74.49	6.27	37.58
601.3	weights	43.41	6.65	74.45	6.27	37.58
601.8	weights	43.32	6.57	74.45	6.27	37.58
602.3	weights	43.23	6.47	74.45	6.27	37.58
602.8	weights	42.48	5.71	75.18	6.27	37.59
603.3	weights	40.22	4.16	76.96	6.27	37.31
603.8	weights	38.16	4.70	79.40	6.27	34.29
604.3	weights	35.57	5.57	81.53	6.27	31.25
604.8	weights	33.86	5.58	83.55	6.27	29.10
605.3	weights	33.95	5.41	83.52	6.27	29.36
605.8	weights	33.94	4.98	83.53	6.27	29.79
606.3	weights	33.94	4.54	83.53	6.27	30.22
606.9	weights	33.94	4.12	83.53	6.27	30.64
607.4	weights	33.96	3.75	83.51	6.27	31.03
607.9	weights	33.95	3.36	83.51	6.27	31.42
608.4	weights	33.96	3.02	83.51	6.27	31.75
608.9	weights	33.95	2.68	83.51	6.27	32.09
609.4	weights	33.96	2.34	83.51	6.27	32.43
609.9	weights	33.96	1.97	83.51	6.27	32.81
610.4	weights	33.95	1.62	83.51	6.27	33.15
610.9	weights	33.95	1.28	83.51	6.27	33.49
611.4	weights	33.94	0.90	83.51	6.27	33.87
611.9	weights	33.95	0.79	83.51	6.27	33.98
612.4	weights	33.95	0.97	83.51	6.27	33.81
612.9	weights	33.95	0.84	83.52	6.27	33.93
613.4	weights	33.95	1.02	83.51	6.27	33.75
613.9	weights	33.95	0.91	83.52	6.27	33.86
614.4	weights	33.94	0.81	83.52	6.27	33.95
614.9	weights	33.95	1.01	83.52	6.27	33.76
615.4	weights	33.95	0.90	83.52	6.27	33.87
616.0	weights	33.95	0.77	83.52	6.27	34.00
