=== RADIX_THRESHOLD=16384  (RADIX_THRESHOLD = 16384)  09:27 ===
FAILS: 0
  64  32768  2048 |      57.4    57.3    64.8 |     77.9    77.9    84.0 |       1.36       1.36
   8  16384  2048 |      16.5    16.5    16.6 |     18.5    18.5    18.6 |       1.13       1.13
   8  32768  2048 |      22.6    22.5    22.6 |     22.7    22.7    22.8 |       1.00       1.01
=== RADIX_THRESHOLD=22016  (RADIX_THRESHOLD = 22016)  09:27 ===
FAILS: 0
   1  16384   512 |      13.3    13.3    13.5 |     16.5    16.5    16.5 |       1.24       1.24
   1  16384  2048 |      14.4    14.4    14.5 |     16.5    16.5    16.5 |       1.14       1.14
   1  32768   512 |      18.3    18.2    18.4 |     20.6    20.6    20.6 |       1.12       1.13
   1  32768  2048 |      20.6    20.5    20.6 |     20.6    20.6    20.7 |       1.00       1.00
  64  16384   512 |      26.7    26.6    26.7 |     33.1    32.8    38.3 |       1.24       1.23
  64  16384  2048 |      29.7    29.7    30.1 |     34.0    33.0    39.2 |       1.14       1.11
  64  32768   512 |      49.3    49.3    55.9 |     76.1    76.0    76.1 |       1.54       1.54
  64  32768  2048 |      57.4    57.4    66.2 |     78.0    77.9    78.0 |       1.36       1.36
   8  16384  2048 |      16.5    16.4    16.5 |     18.5    18.5    18.6 |       1.13       1.13
   8  32768  2048 |      21.8    21.6    22.1 |     22.7    22.7    22.7 |       1.04       1.05
   1  16384   512 |      12.8    12.7    12.9 |     16.5    16.5    16.5 |       1.29       1.30
   1  16384  2048 |      14.4    14.4    14.5 |     16.5    16.5    16.5 |       1.14       1.15
   1  32768   512 |      18.5    18.5    18.5 |     20.6    20.6    20.6 |       1.11       1.11
   1  32768  2048 |      20.6    20.6    20.6 |     20.6    20.6    20.6 |       1.00       1.00
  64  16384   512 |      26.7    26.7    32.1 |     32.9    32.9    34.2 |       1.23       1.23
  64  16384  2048 |      30.8    30.8    35.3 |     32.9    32.9    33.0 |       1.07       1.07
  64  32768   512 |      50.1    49.9    50.4 |     76.0    75.9    79.9 |       1.52       1.52
  64  32768  2048 |      57.3    57.3    57.4 |     77.9    77.9    81.5 |       1.36       1.36
   8  16384  2048 |      16.5    16.5    16.5 |     20.4    20.4    20.5 |       1.23       1.24
   8  32768  2048 |      22.6    22.5    22.6 |     22.7    22.7    22.8 |       1.00       1.01
   1  16384   512 |      12.5    12.5    12.6 |     16.5    16.5    16.6 |       1.32       1.32
   1  16384  2048 |      14.4    14.4    14.4 |     16.5    16.5    16.5 |       1.14       1.14
   1  32768   512 |      18.4    18.4    18.5 |     20.6    20.6    20.6 |       1.12       1.12
   1  32768  2048 |      20.6    20.5    20.6 |     20.6    20.6    20.8 |       1.00       1.00
  64  16384   512 |      26.7    26.6    32.6 |     32.8    32.8    32.9 |       1.23       1.23
  64  16384  2048 |      29.7    29.6    35.8 |     32.9    32.9    32.9 |       1.11       1.11
  64  32768   512 |      49.3    49.3    57.5 |     75.9    75.9    84.7 |       1.54       1.54
  64  32768  2048 |      57.5    57.4    66.6 |     78.0    77.9    78.0 |       1.36       1.36
   8  16384  2048 |      16.5    16.5    16.5 |     20.4    20.3    20.4 |       1.24       1.23
   8  32768  2048 |      21.9    21.9    22.1 |     22.7    22.7    22.7 |       1.03       1.04
== ALL DONE == 09:28
