base cuh md5: 0549208bae0ff57c32d61214b255457c
blk  cuh md5: 87885caf46f44e801a5357bb3e1e4fad
=== BUILD base  09:28 ===
=== BUILD blk  09:28 ===
=== CORRECTNESS (gate: both must be FAILS: 0) ===
  base  FAILS: 0
  blk  FAILS: 0
=== BENCH, interleaved, 3 starts per arm ===
--- base start 1  09:29 ---
   8  16384  2048 |      16.5    16.5    22.8 |     18.5    18.5    18.6 |       1.13       1.13
   8  32768  2048 |      21.2    21.1    23.7 |     22.7    22.7    23.0 |       1.07       1.08
  16   8192  2048 |      12.4    12.4    12.5 |     12.4    12.4    12.4 |       1.00       1.00
  16  16384  2048 |      17.4    17.2    17.5 |     20.0    19.6    20.0 |       1.15       1.14
  16  32768  2048 |      22.6    22.6    24.3 |     29.0    28.8    33.3 |       1.28       1.27
  32   8192  2048 |      12.4    12.4    12.4 |     12.5    12.5    12.6 |       1.01       1.01
  32  16384  2048 |      18.1    17.9    18.8 |     22.0    20.4    25.6 |       1.22       1.14
  32  32768  2048 |      39.0    39.0    44.9 |     53.4    53.4    56.4 |       1.37       1.37
--- blk start 3  09:29 ---
   1   8192   512 |      10.3    10.3    10.3 |      8.3     8.3     8.5 |       0.81       0.80
   1   8192  2048 |      10.3    10.3    10.3 |      8.3     8.3     8.3 |       0.81       0.81
   1  16384   512 |      12.5    12.5    12.8 |     10.6    10.6    10.7 |       0.85       0.85
   1  16384  2048 |      15.9    15.8    16.1 |     12.4    12.4    12.4 |       0.78       0.79
   1  32768   512 |      18.5    18.4    18.5 |     18.5    18.5    18.5 |       1.00       1.01
   1  32768  2048 |      20.6    20.6    20.7 |     18.6    18.5    18.6 |       0.90       0.90
   1  65536   512 |      16.5    16.5    16.5 |     20.6    20.6    20.6 |       1.25       1.25
   1  65536  2048 |      16.7    16.6    16.8 |     20.6    20.6    20.6 |       1.23       1.24
  64   8192   512 |      18.5    18.5    19.6 |     14.4    14.4    14.4 |       0.78       0.78
  64   8192  2048 |      18.8    18.6    23.4 |     14.5    14.5    14.6 |       0.77       0.78
  64  16384   512 |      26.7    26.7    30.8 |     20.6    20.6    22.9 |       0.77       0.77
  64  16384  2048 |      29.8    29.6    35.8 |     22.2    22.2    22.3 |       0.75       0.75
  64  32768   512 |      49.2    49.2    56.8 |     59.6    59.6    59.7 |       1.21       1.21
  64  32768  2048 |      56.3    56.1    61.2 |     61.6    61.5    61.6 |       1.09       1.10
  64  65536   512 |     100.4   100.3   104.0 |    116.7   116.6   124.1 |       1.16       1.16
  64  65536  2048 |     110.0   109.8   117.5 |    121.0   120.9   128.9 |       1.10       1.10
   8   8192  2048 |      12.4    12.4    12.4 |     10.3    10.3    10.3 |       0.84       0.84
   8  16384  2048 |      16.5    16.4    16.5 |     12.4    12.4    12.4 |       0.75       0.75
   8  32768  2048 |      22.6    22.6    22.6 |     20.6    20.6    21.8 |       0.91       0.91
  16   8192  2048 |      12.4    12.3    12.4 |     10.3    10.3    10.3 |       0.84       0.84
  16  16384  2048 |      16.5    16.5    16.5 |     12.4    12.4    12.5 |       0.75       0.75
  16  32768  2048 |      22.6    22.6    22.6 |     23.8    23.7    23.9 |       1.05       1.05
  32   8192  2048 |      12.4    12.4    17.8 |     10.4    10.4    12.2 |       0.84       0.84
  32  16384  2048 |      16.5    16.5    16.5 |     12.4    12.4    12.4 |       0.75       0.75
  32  32768  2048 |      39.0    39.0    40.8 |     43.1    43.1    47.2 |       1.10       1.10
== ALL DONE == 09:29
