position,reference_spread,reference_top1_agreement,reference_topk_jaccard,candidate_spread,candidate_top1_agreement,candidate_topk_jaccard,cross_abs_mean_logprob_delta,cross_top1_pairwise_agreement,cross_topk_pairwise_jaccard,cross_modal_top1_match
15,1.160348892211914,1.0,1.0,1.160348892211914,1.0,1.0,0.0,1.0,1.0,True
13,0.9628129005432129,1.0,0.9285714285714286,0.9628129005432129,1.0,0.9285714285714286,0.0,1.0,0.9375,True
17,0.9203600883483887,1.0,0.8571428571428571,0.9203600883483887,1.0,0.8571428571428571,0.0,1.0,0.875,True
5200,0.8465337753295898,0.5,0.9285714285714286,0.8465337753295898,0.5,0.9285714285714286,0.0,0.5,0.9375,False
4632,0.2414689064025879,0.25,1.0,0.2414689064025879,0.25,1.0,0.0,0.21875,1.0,False
4697,0.366802453994751,0.25,0.6568877551020408,0.366802453994751,0.25,0.6568877551020408,0.0,0.21875,0.6997767857142857,True
5141,0.31542110443115234,0.25,0.9166666666666667,0.31542110443115234,0.25,0.9166666666666667,0.0,0.21875,0.9270833333333334,True
3717,0.2217097282409668,0.375,0.8571428571428571,0.2217097282409668,0.375,0.8571428571428571,0.0,0.25,0.875,True
3858,0.21523499488830566,0.375,0.8214285714285714,0.21523499488830566,0.375,0.8214285714285714,0.0,0.25,0.84375,True
4063,0.32442212104797363,0.375,0.4594671201814059,0.32442212104797363,0.375,0.4594671201814059,0.0,0.25,0.5270337301587301,True
4090,0.18186283111572266,0.375,0.7976190476190476,0.18186283111572266,0.375,0.7976190476190476,0.0,0.25,0.8229166666666666,True
4311,0.20800399780273438,0.25,0.8571428571428571,0.20800399780273438,0.25,0.8571428571428571,0.0,0.25,0.875,False
5139,0.23078584671020508,0.25,0.8869047619047619,0.23078584671020508,0.25,0.8869047619047619,0.0,0.25,0.9010416666666666,False
5,0.7384614944458008,1.0,0.9285714285714286,0.7384614944458008,1.0,0.9285714285714286,0.0,1.0,0.9375,True
6,0.7293243408203125,1.0,0.875,0.7293243408203125,1.0,0.875,0.0,1.0,0.890625,True
3433,0.18450403213500977,0.375,1.0,0.18450403213500977,0.375,1.0,0.0,0.28125,1.0,True
3463,0.19987988471984863,0.375,0.9583333333333333,0.19987988471984863,0.375,0.9583333333333333,0.0,0.28125,0.9635416666666666,True
3542,0.13703560829162598,0.375,1.0,0.13703560829162598,0.375,1.0,0.0,0.28125,1.0,True
3624,0.14742541313171387,0.375,1.0,0.14742541313171387,0.375,1.0,0.0,0.28125,1.0,True
3758,0.2888498306274414,0.375,0.9583333333333333,0.2888498306274414,0.375,0.9583333333333333,0.0,0.28125,0.9635416666666666,True
3874,0.2274007797241211,0.375,0.7738095238095237,0.2274007797241211,0.375,0.7738095238095237,0.0,0.28125,0.8020833333333333,True
3989,0.2051403522491455,0.375,0.9285714285714286,0.2051403522491455,0.375,0.9285714285714286,0.0,0.28125,0.9375,True
4020,0.13087034225463867,0.375,0.8061224489795918,0.13087034225463867,0.375,0.8061224489795918,0.0,0.28125,0.8303571428571429,True
4028,0.14208197593688965,0.375,0.9166666666666667,0.14208197593688965,0.375,0.9166666666666667,0.0,0.28125,0.9270833333333334,True
4095,0.17172622680664062,0.375,0.8367346938775511,0.17172622680664062,0.375,0.8367346938775511,0.0,0.28125,0.8571428571428572,True
4114,0.2648894786834717,0.375,0.8571428571428571,0.2648894786834717,0.375,0.8571428571428571,0.0,0.28125,0.875,True
4154,0.27277660369873047,0.375,0.8469387755102041,0.27277660369873047,0.375,0.8469387755102041,0.0,0.28125,0.8660714285714286,True
4234,0.15095233917236328,0.375,0.8273809523809524,0.15095233917236328,0.375,0.8273809523809524,0.0,0.28125,0.8489583333333334,True
4239,0.19196724891662598,0.375,0.7857142857142857,0.19196724891662598,0.375,0.7857142857142857,0.0,0.28125,0.8125,True
4300,0.1583387851715088,0.375,1.0,0.1583387851715088,0.375,1.0,0.0,0.28125,1.0,True
